experiment_id,time_interval,lot1_stop_loss,lot2_stop_loss,lot3_stop_loss,mdd,total_pnl,risk_adjusted_return,take_profit_mode,take_profit
10:0010:02_L1SL15_L2SL15_L3SL45_TP70,10:00-10:02,15,15,45,-722.0,2524.0,3.4958448753462603,,70.0
10:0010:02_L1SL15_L2SL15_L3SL45_TP80,10:00-10:02,15,15,45,-722.0,2497.0,3.458448753462604,,80.0
10:0010:02_L1SL15_L2SL15_L3SL50_RangeBoundary,10:00-10:02,15,15,50,-832.0,2684.0,3.2259615384615383,range_boundary,
10:0010:02_L1SL15_L2SL15_L3SL50_TP40,10:00-10:02,15,15,50,-796.0,1930.0,2.4246231155778895,,40.0
10:0010:02_L1SL15_L2SL15_L3SL50_TP50,10:00-10:02,15,15,50,-845.0,2079.0,2.460355029585799,,50.0
10:0010:02_L1SL15_L2SL15_L3SL50_TP60,10:00-10:02,15,15,50,-832.0,2212.0,2.6586538461538463,,60.0
10:0010:02_L1SL15_L2SL15_L3SL50_TP70,10:00-10:02,15,15,50,-832.0,2345.0,2.8185096153846154,,70.0
10:0010:02_L1SL15_L2SL15_L3SL50_TP80,10:00-10:02,15,15,50,-832.0,2435.0,2.9266826923076925,,80.0
10:0010:02_L1SL15_L2SL15_L3SL55_RangeBoundary,10:00-10:02,15,15,55,-846.0,2520.0,2.978723404255319,range_boundary,
10:0010:02_L1SL15_L2SL15_L3SL55_TP40,10:00-10:02,15,15,55,-810.0,1861.0,2.297530864197531,,40.0
10:0010:02_L1SL15_L2SL15_L3SL55_TP50,10:00-10:02,15,15,55,-859.0,1915.0,2.229336437718277,,50.0
10:0010:02_L1SL15_L2SL15_L3SL55_TP60,10:00-10:02,15,15,55,-846.0,2048.0,2.42080378250591,,60.0
10:0010:02_L1SL15_L2SL15_L3SL55_TP70,10:00-10:02,15,15,55,-846.0,2181.0,2.578014184397163,,70.0
10:0010:02_L1SL15_L2SL15_L3SL55_TP80,10:00-10:02,15,15,55,-846.0,2271.0,2.6843971631205674,,80.0
10:0010:02_L1SL15_L2SL15_L3SL60_RangeBoundary,10:00-10:02,15,15,60,-951.0,2487.0,2.6151419558359623,range_boundary,
10:0010:02_L1SL15_L2SL15_L3SL60_TP40,10:00-10:02,15,15,60,-915.0,1790.0,1.9562841530054644,,40.0
10:0010:02_L1SL15_L2SL15_L3SL60_TP50,10:00-10:02,15,15,60,-964.0,1849.0,1.9180497925311204,,50.0
10:0010:02_L1SL15_L2SL15_L3SL60_TP60,10:00-10:02,15,15,60,-951.0,1992.0,2.0946372239747633,,60.0
10:0010:02_L1SL15_L2SL15_L3SL60_TP70,10:00-10:02,15,15,60,-951.0,2135.0,2.245005257623554,,70.0
10:0010:02_L1SL15_L2SL15_L3SL60_TP80,10:00-10:02,15,15,60,-951.0,2238.0,2.3533123028391167,,80.0
10:0010:02_L1SL15_L2SL15_L3SL65_RangeBoundary,10:00-10:02,15,15,65,-874.0,2424.0,2.7734553775743707,range_boundary,
10:0010:02_L1SL15_L2SL15_L3SL65_TP40,10:00-10:02,15,15,65,-838.0,1837.0,2.192124105011933,,40.0
10:0010:02_L1SL15_L2SL15_L3SL65_TP50,10:00-10:02,15,15,65,-887.0,1786.0,2.013528748590755,,50.0
10:0010:02_L1SL15_L2SL15_L3SL65_TP60,10:00-10:02,15,15,65,-874.0,1929.0,2.2070938215102975,,60.0
10:0010:02_L1SL15_L2SL15_L3SL65_TP70,10:00-10:02,15,15,65,-874.0,2072.0,2.3707093821510297,,70.0
10:0010:02_L1SL15_L2SL15_L3SL65_TP80,10:00-10:02,15,15,65,-874.0,2175.0,2.488558352402746,,80.0
10:0010:02_L1SL15_L2SL15_L3SL70_RangeBoundary,10:00-10:02,15,15,70,-969.0,2474.0,2.5531475748194015,range_boundary,
10:0010:02_L1SL15_L2SL15_L3SL70_TP40,10:00-10:02,15,15,70,-933.0,1831.0,1.962486602357985,,40.0
10:0010:02_L1SL15_L2SL15_L3SL70_TP50,10:00-10:02,15,15,70,-982.0,1780.0,1.8126272912423624,,50.0
10:0010:02_L1SL15_L2SL15_L3SL70_TP60,10:00-10:02,15,15,70,-969.0,1933.0,1.9948400412796699,,60.0
10:0010:02_L1SL15_L2SL15_L3SL70_TP70,10:00-10:02,15,15,70,-969.0,2086.0,2.152734778121775,,70.0
10:0010:02_L1SL15_L2SL15_L3SL70_TP80,10:00-10:02,15,15,70,-969.0,2225.0,2.296181630546956,,80.0
10:0010:02_L1SL15_L2SL20_L3SL20_RangeBoundary,10:00-10:02,15,20,20,-664.0,2499.0,3.76355421686747,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL20_TP40,10:00-10:02,15,20,20,-534.0,1820.0,3.4082397003745317,,40.0
10:0010:02_L1SL15_L2SL20_L3SL20_TP50,10:00-10:02,15,20,20,-664.0,1911.0,2.878012048192771,,50.0
10:0010:02_L1SL15_L2SL20_L3SL20_TP60,10:00-10:02,15,20,20,-664.0,2021.0,3.0436746987951806,,60.0
10:0010:02_L1SL15_L2SL20_L3SL20_TP70,10:00-10:02,15,20,20,-664.0,2131.0,3.2093373493975905,,70.0
10:0010:02_L1SL15_L2SL20_L3SL20_TP80,10:00-10:02,15,20,20,-664.0,2229.0,3.3569277108433737,,80.0
10:0010:02_L1SL15_L2SL20_L3SL25_RangeBoundary,10:00-10:02,15,20,25,-680.0,2679.0,3.9397058823529414,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL25_TP40,10:00-10:02,15,20,25,-639.0,1901.0,2.974960876369327,,40.0
10:0010:02_L1SL15_L2SL20_L3SL25_TP50,10:00-10:02,15,20,25,-693.0,2045.0,2.9509379509379507,,50.0
10:0010:02_L1SL15_L2SL20_L3SL25_TP60,10:00-10:02,15,20,25,-680.0,2178.0,3.2029411764705884,,60.0
10:0010:02_L1SL15_L2SL20_L3SL25_TP70,10:00-10:02,15,20,25,-680.0,2311.0,3.398529411764706,,70.0
10:0010:02_L1SL15_L2SL20_L3SL25_TP80,10:00-10:02,15,20,25,-680.0,2409.0,3.5426470588235293,,80.0
10:0010:02_L1SL15_L2SL20_L3SL30_RangeBoundary,10:00-10:02,15,20,30,-753.0,2416.0,3.2084993359893756,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL30_TP40,10:00-10:02,15,20,30,-712.0,1708.0,2.398876404494382,,40.0
10:0010:02_L1SL15_L2SL20_L3SL30_TP50,10:00-10:02,15,20,30,-766.0,1862.0,2.430809399477807,,50.0
10:0010:02_L1SL15_L2SL20_L3SL30_TP60,10:00-10:02,15,20,30,-753.0,2005.0,2.6626826029216466,,60.0
10:0010:02_L1SL15_L2SL20_L3SL30_TP70,10:00-10:02,15,20,30,-753.0,2148.0,2.852589641434263,,70.0
10:0010:02_L1SL15_L2SL20_L3SL30_TP80,10:00-10:02,15,20,30,-753.0,2146.0,2.849933598937583,,80.0
10:0010:02_L1SL15_L2SL20_L3SL45_RangeBoundary,10:00-10:02,15,20,45,-862.0,2611.0,3.0290023201856147,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL45_TP40,10:00-10:02,15,20,45,-821.0,1918.0,2.336175395858709,,40.0
10:0010:02_L1SL15_L2SL20_L3SL45_TP50,10:00-10:02,15,20,45,-875.0,2072.0,2.368,,50.0
10:0010:02_L1SL15_L2SL20_L3SL45_TP60,10:00-10:02,15,20,45,-862.0,2215.0,2.5696055684454757,,60.0
10:0010:02_L1SL15_L2SL20_L3SL45_TP70,10:00-10:02,15,20,45,-862.0,2358.0,2.7354988399071924,,70.0
10:0010:02_L1SL15_L2SL20_L3SL45_TP80,10:00-10:02,15,20,45,-862.0,2341.0,2.7157772621809744,,80.0
10:0010:02_L1SL15_L2SL20_L3SL50_RangeBoundary,10:00-10:02,15,20,50,-972.0,2549.0,2.6224279835390947,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL50_TP40,10:00-10:02,15,20,50,-931.0,1739.0,1.8678839957035447,,40.0
10:0010:02_L1SL15_L2SL20_L3SL50_TP50,10:00-10:02,15,20,50,-985.0,1893.0,1.9218274111675127,,50.0
10:0010:02_L1SL15_L2SL20_L3SL50_TP60,10:00-10:02,15,20,50,-972.0,2036.0,2.094650205761317,,60.0
10:0010:02_L1SL15_L2SL20_L3SL50_TP70,10:00-10:02,15,20,50,-972.0,2179.0,2.2417695473251027,,70.0
10:0010:02_L1SL15_L2SL20_L3SL50_TP80,10:00-10:02,15,20,50,-972.0,2279.0,2.344650205761317,,80.0
10:0010:02_L1SL15_L2SL20_L3SL55_RangeBoundary,10:00-10:02,15,20,55,-986.0,2385.0,2.418864097363083,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL55_TP40,10:00-10:02,15,20,55,-945.0,1670.0,1.7671957671957672,,40.0
10:0010:02_L1SL15_L2SL20_L3SL55_TP50,10:00-10:02,15,20,55,-999.0,1729.0,1.7307307307307307,,50.0
10:0010:02_L1SL15_L2SL20_L3SL55_TP60,10:00-10:02,15,20,55,-986.0,1872.0,1.898580121703854,,60.0
10:0010:02_L1SL15_L2SL20_L3SL55_TP70,10:00-10:02,15,20,55,-986.0,2015.0,2.0436105476673427,,70.0
10:0010:02_L1SL15_L2SL20_L3SL55_TP80,10:00-10:02,15,20,55,-986.0,2115.0,2.1450304259634887,,80.0
10:0010:02_L1SL15_L2SL20_L3SL60_RangeBoundary,10:00-10:02,15,20,60,-1091.0,2352.0,2.155820348304308,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL60_TP40,10:00-10:02,15,20,60,-1050.0,1599.0,1.522857142857143,,40.0
10:0010:02_L1SL15_L2SL20_L3SL60_TP50,10:00-10:02,15,20,60,-1104.0,1663.0,1.506340579710145,,50.0
10:0010:02_L1SL15_L2SL20_L3SL60_TP60,10:00-10:02,15,20,60,-1091.0,1816.0,1.6645279560036663,,60.0
10:0010:02_L1SL15_L2SL20_L3SL60_TP70,10:00-10:02,15,20,60,-1091.0,1969.0,1.8047662694775435,,70.0
10:0010:02_L1SL15_L2SL20_L3SL60_TP80,10:00-10:02,15,20,60,-1091.0,2082.0,1.9083409715857012,,80.0
10:0010:02_L1SL15_L2SL20_L3SL65_RangeBoundary,10:00-10:02,15,20,65,-1014.0,2289.0,2.257396449704142,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL65_TP40,10:00-10:02,15,20,65,-973.0,1646.0,1.6916752312435765,,40.0
10:0010:02_L1SL15_L2SL20_L3SL65_TP50,10:00-10:02,15,20,65,-1027.0,1600.0,1.557935735150925,,50.0
10:0010:02_L1SL15_L2SL20_L3SL65_TP60,10:00-10:02,15,20,65,-1014.0,1753.0,1.7287968441814596,,60.0
10:0010:02_L1SL15_L2SL20_L3SL65_TP70,10:00-10:02,15,20,65,-1014.0,1906.0,1.8796844181459567,,70.0
10:0010:02_L1SL15_L2SL20_L3SL65_TP80,10:00-10:02,15,20,65,-1014.0,2019.0,1.9911242603550297,,80.0
10:0010:02_L1SL15_L2SL20_L3SL70_RangeBoundary,10:00-10:02,15,20,70,-1109.0,2339.0,2.109107303877367,range_boundary,
10:0010:02_L1SL15_L2SL20_L3SL70_TP40,10:00-10:02,15,20,70,-1068.0,1640.0,1.5355805243445693,,40.0
10:0010:02_L1SL15_L2SL20_L3SL70_TP50,10:00-10:02,15,20,70,-1122.0,1594.0,1.4206773618538324,,50.0
10:0010:02_L1SL15_L2SL20_L3SL70_TP60,10:00-10:02,15,20,70,-1109.0,1757.0,1.5843101893597835,,60.0
10:0010:02_L1SL15_L2SL20_L3SL70_TP70,10:00-10:02,15,20,70,-1109.0,1920.0,1.7312894499549143,,70.0
10:0010:02_L1SL15_L2SL20_L3SL70_TP80,10:00-10:02,15,20,70,-1109.0,2069.0,1.8656447249774573,,80.0
10:0010:02_L1SL15_L2SL25_L3SL25_RangeBoundary,10:00-10:02,15,25,25,-717.0,2859.0,3.98744769874477,range_boundary,
10:0010:02_L1SL15_L2SL25_L3SL25_TP40,10:00-10:02,15,25,25,-759.0,1982.0,2.61133069828722,,40.0
10:0010:02_L1SL15_L2SL25_L3SL25_TP50,10:00-10:02,15,25,25,-743.0,2179.0,2.9327052489905787,,50.0
10:0010:02_L1SL15_L2SL25_L3SL25_TP60,10:00-10:02,15,25,25,-717.0,2335.0,3.2566248256624823,,60.0
10:0010:02_L1SL15_L2SL25_L3SL25_TP70,10:00-10:02,15,25,25,-717.0,2491.0,3.474198047419805,,70.0
10:0010:02_L1SL15_L2SL25_L3SL25_TP80,10:00-10:02,15,25,25,-717.0,2589.0,3.6108786610878663,,80.0
10:0010:02_L1SL15_L2SL25_L3SL30_RangeBoundary,10:00-10:02,15,25,30,-805.0,2596.0,3.224844720496894,range_boundary,
10:0010:02_L1SL15_L2SL25_L3SL30_TP40,10:00-10:02,15,25,30,-847.0,1789.0,2.112160566706021,,40.0
10:0010:02_L1SL15_L2SL25_L3SL30_TP50,10:00-10:02,15,25,30,-831.0,1996.0,2.401925391095066,,50.0
10:0010:02_L1SL15_L2SL25_L3SL30_TP60,10:00-10:02,15,25,30,-805.0,2162.0,2.6857142857142855,,60.0
10:0010:02_L1SL15_L2SL25_L3SL30_TP70,10:00-10:02,15,25,30,-805.0,2328.0,2.891925465838509,,70.0
10:0010:02_L1SL15_L2SL25_L3SL30_TP80,10:00-10:02,15,25,30,-805.0,2326.0,2.8894409937888197,,80.0
10:0010:02_L1SL15_L2SL25_L3SL45_RangeBoundary,10:00-10:02,15,25,45,-914.0,2791.0,3.053610503282276,range_boundary,
10:0010:02_L1SL15_L2SL25_L3SL45_TP40,10:00-10:02,15,25,45,-956.0,1999.0,2.0910041841004183,,40.0
10:0010:02_L1SL15_L2SL25_L3SL45_TP50,10:00-10:02,15,25,45,-940.0,2206.0,2.3468085106382977,,50.0
10:0010:02_L1SL15_L2SL25_L3SL45_TP60,10:00-10:02,15,25,45,-914.0,2372.0,2.5951859956236323,,60.0
10:0010:02_L1SL15_L2SL25_L3SL45_TP70,10:00-10:02,15,25,45,-914.0,2538.0,2.7768052516411377,,70.0
10:0010:02_L1SL15_L2SL25_L3SL45_TP80,10:00-10:02,15,25,45,-914.0,2521.0,2.7582056892778994,,80.0
10:0010:02_L1SL15_L2SL25_L3SL50_RangeBoundary,10:00-10:02,15,25,50,-1024.0,2729.0,2.6650390625,range_boundary,
10:0010:02_L1SL15_L2SL25_L3SL50_TP40,10:00-10:02,15,25,50,-1066.0,1820.0,1.7073170731707317,,40.0
10:0010:02_L1SL15_L2SL25_L3SL50_TP50,10:00-10:02,15,25,50,-1050.0,2027.0,1.9304761904761905,,50.0
10:0010:02_L1SL15_L2SL25_L3SL50_TP60,10:00-10:02,15,25,50,-1024.0,2193.0,2.1416015625,,60.0
10:0010:02_L1SL15_L2SL25_L3SL50_TP70,10:00-10:02,15,25,50,-1024.0,2359.0,2.3037109375,,70.0
10:0010:02_L1SL15_L2SL25_L3SL50_TP80,10:00-10:02,15,25,50,-1024.0,2459.0,2.4013671875,,80.0
10:0010:02_L1SL15_L2SL25_L3SL55_RangeBoundary,10:00-10:02,15,25,55,-1038.0,2565.0,2.4710982658959537,range_boundary,
10:0010:02_L1SL15_L2SL25_L3SL55_TP40,10:00-10:02,15,25,55,-1080.0,1751.0,1.6212962962962962,,40.0
10:0010:02_L1SL15_L2SL25_L3SL55_TP50,10:00-10:02,15,25,55,-1064.0,1863.0,1.7509398496240602,,50.0
10:0010:02_L1SL15_L2SL25_L3SL55_TP60,10:00-10:02,15,25,55,-1038.0,2029.0,1.9547206165703275,,60.0
10:0010:02_L1SL15_L2SL25_L3SL55_TP70,10:00-10:02,15,25,55,-1038.0,2195.0,2.1146435452793835,,70.0
10:0010:02_L1SL15_L2SL25_L3SL55_TP80,10:00-10:02,15,25,55,-1038.0,2295.0,2.2109826589595376,,80.0
10:0010:02_L1SL15_L2SL25_L3SL60_RangeBoundary,10:00-10:02,15,25,60,-1143.0,2532.0,2.215223097112861,range_boundary,
10:0010:02_L1SL15_L2SL25_L3SL60_TP40,10:00-10:02,15,25,60,-1185.0,1680.0,1.4177215189873418,,40.0
10:0010:02_L1SL15_L2SL25_L3SL60_TP50,10:00-10:02,15,25,60,-1169.0,1797.0,1.5372112917023097,,50.0
10:0010:02_L1SL15_L2SL25_L3SL60_TP60,10:00-10:02,15,25,60,-1143.0,1973.0,1.726159230096238,,60.0
10:0010:02_L1SL15_L2SL25_L3SL60_TP70,10:00-10:02,15,25,60,-1143.0,2149.0,1.8801399825021872,,70.0
10:0010:02_L1SL15_L2SL25_L3SL60_TP80,10:00-10:02,15,25,60,-1143.0,2262.0,1.979002624671916,,80.0
10:0010:02_L1SL15_L2SL25_L3SL65_RangeBoundary,10:00-10:02,15,25,65,-1066.0,2469.0,2.3161350844277675,range_boundary,
10:0010:02_L1SL15_L2SL25_L3SL65_TP40,10:00-10:02,15,25,65,-1108.0,1727.0,1.5586642599277978,,40.0
10:0010:02_L1SL15_L2SL25_L3SL65_TP50,10:00-10:02,15,25,65,-1092.0,1734.0,1.5879120879120878,,50.0
10:0010:02_L1SL15_L2SL25_L3SL65_TP60,10:00-10:02,15,25,65,-1066.0,1910.0,1.7917448405253282,,60.0
10:0010:02_L1SL15_L2SL25_L3SL65_TP70,10:00-10:02,15,25,65,-1066.0,2086.0,1.9568480300187616,,70.0
10:0010:02_L1SL15_L2SL25_L3SL65_TP80,10:00-10:02,15,25,65,-1066.0,2199.0,2.0628517823639774,,80.0
10:0010:02_L1SL15_L2SL25_L3SL70_RangeBoundary,10:00-10:02,15,25,70,-1161.0,2519.0,2.169681309216193,range_boundary,
10:0010:02_L1SL15_L2SL25_L3SL70_TP40,10:00-10:02,15,25,70,-1203.0,1721.0,1.430590191188695,,40.0
10:0010:02_L1SL15_L2SL25_L3SL70_TP50,10:00-10:02,15,25,70,-1187.0,1728.0,1.455770850884583,,50.0
10:0010:02_L1SL15_L2SL25_L3SL70_TP60,10:00-10:02,15,25,70,-1161.0,1914.0,1.648578811369509,,60.0
10:0010:02_L1SL15_L2SL25_L3SL70_TP70,10:00-10:02,15,25,70,-1161.0,2100.0,1.8087855297157622,,70.0
10:0010:02_L1SL15_L2SL25_L3SL70_TP80,10:00-10:02,15,25,70,-1161.0,2249.0,1.9371231696813092,,80.0
10:0010:02_L1SL15_L2SL30_L3SL30_RangeBoundary,10:00-10:02,15,30,30,-893.0,2333.0,2.612541993281075,range_boundary,
10:0010:02_L1SL15_L2SL30_L3SL30_TP40,10:00-10:02,15,30,30,-935.0,1596.0,1.706951871657754,,40.0
10:0010:02_L1SL15_L2SL30_L3SL30_TP50,10:00-10:02,15,30,30,-919.0,1813.0,1.9727965179542981,,50.0
10:0010:02_L1SL15_L2SL30_L3SL30_TP60,10:00-10:02,15,30,30,-893.0,1989.0,2.227323628219485,,60.0
10:0010:02_L1SL15_L2SL30_L3SL30_TP70,10:00-10:02,15,30,30,-893.0,2165.0,2.4244120940649494,,70.0
10:0010:02_L1SL15_L2SL30_L3SL30_TP80,10:00-10:02,15,30,30,-893.0,2063.0,2.3101903695408734,,80.0
10:0010:02_L1SL15_L2SL30_L3SL45_RangeBoundary,10:00-10:02,15,30,45,-1002.0,2528.0,2.5229540918163673,range_boundary,
10:0010:02_L1SL15_L2SL30_L3SL45_TP40,10:00-10:02,15,30,45,-1044.0,1806.0,1.7298850574712643,,40.0
10:0010:02_L1SL15_L2SL30_L3SL45_TP50,10:00-10:02,15,30,45,-1028.0,2023.0,1.9678988326848248,,50.0
10:0010:02_L1SL15_L2SL30_L3SL45_TP60,10:00-10:02,15,30,45,-1002.0,2199.0,2.194610778443114,,60.0
10:0010:02_L1SL15_L2SL30_L3SL45_TP70,10:00-10:02,15,30,45,-1002.0,2375.0,2.370259481037924,,70.0
10:0010:02_L1SL15_L2SL30_L3SL45_TP80,10:00-10:02,15,30,45,-1002.0,2258.0,2.2534930139720557,,80.0
10:0010:02_L1SL15_L2SL30_L3SL50_RangeBoundary,10:00-10:02,15,30,50,-1112.0,2466.0,2.2176258992805757,range_boundary,
10:0010:02_L1SL15_L2SL30_L3SL50_TP40,10:00-10:02,15,30,50,-1154.0,1627.0,1.4098786828422878,,40.0
10:0010:02_L1SL15_L2SL30_L3SL50_TP50,10:00-10:02,15,30,50,-1138.0,1844.0,1.6203866432337435,,50.0
10:0010:02_L1SL15_L2SL30_L3SL50_TP60,10:00-10:02,15,30,50,-1112.0,2020.0,1.816546762589928,,60.0
10:0010:02_L1SL15_L2SL30_L3SL50_TP70,10:00-10:02,15,30,50,-1112.0,2196.0,1.974820143884892,,70.0
10:0010:02_L1SL15_L2SL30_L3SL50_TP80,10:00-10:02,15,30,50,-1112.0,2196.0,1.974820143884892,,80.0
10:0010:02_L1SL15_L2SL30_L3SL55_RangeBoundary,10:00-10:02,15,30,55,-1126.0,2302.0,2.044404973357016,range_boundary,
10:0010:02_L1SL15_L2SL30_L3SL55_TP40,10:00-10:02,15,30,55,-1168.0,1558.0,1.3339041095890412,,40.0
10:0010:02_L1SL15_L2SL30_L3SL55_TP50,10:00-10:02,15,30,55,-1152.0,1680.0,1.4583333333333333,,50.0
10:0010:02_L1SL15_L2SL30_L3SL55_TP60,10:00-10:02,15,30,55,-1126.0,1856.0,1.6483126110124333,,60.0
10:0010:02_L1SL15_L2SL30_L3SL55_TP70,10:00-10:02,15,30,55,-1126.0,2032.0,1.8046181172291296,,70.0
10:0010:02_L1SL15_L2SL30_L3SL55_TP80,10:00-10:02,15,30,55,-1126.0,2032.0,1.8046181172291296,,80.0
10:0010:02_L1SL15_L2SL30_L3SL60_RangeBoundary,10:00-10:02,15,30,60,-1231.0,2269.0,1.843216896831844,range_boundary,
10:0010:02_L1SL15_L2SL30_L3SL60_TP40,10:00-10:02,15,30,60,-1273.0,1487.0,1.1681068342498035,,40.0
10:0010:02_L1SL15_L2SL30_L3SL60_TP50,10:00-10:02,15,30,60,-1257.0,1614.0,1.2840095465393795,,50.0
10:0010:02_L1SL15_L2SL30_L3SL60_TP60,10:00-10:02,15,30,60,-1231.0,1800.0,1.4622258326563768,,60.0
10:0010:02_L1SL15_L2SL30_L3SL60_TP70,10:00-10:02,15,30,60,-1231.0,1986.0,1.6133225020308692,,70.0
10:0010:02_L1SL15_L2SL30_L3SL60_TP80,10:00-10:02,15,30,60,-1231.0,1999.0,1.6238830219333875,,80.0
10:0010:02_L1SL15_L2SL30_L3SL65_RangeBoundary,10:00-10:02,15,30,65,-1154.0,2206.0,1.9116117850953207,range_boundary,
10:0010:02_L1SL15_L2SL30_L3SL65_TP40,10:00-10:02,15,30,65,-1196.0,1534.0,1.2826086956521738,,40.0
10:0010:02_L1SL15_L2SL30_L3SL65_TP50,10:00-10:02,15,30,65,-1180.0,1551.0,1.314406779661017,,50.0
10:0010:02_L1SL15_L2SL30_L3SL65_TP60,10:00-10:02,15,30,65,-1154.0,1737.0,1.5051993067590987,,60.0
10:0010:02_L1SL15_L2SL30_L3SL65_TP70,10:00-10:02,15,30,65,-1154.0,1923.0,1.666377816291161,,70.0
10:0010:02_L1SL15_L2SL30_L3SL65_TP80,10:00-10:02,15,30,65,-1154.0,1936.0,1.6776429809358753,,80.0
10:0010:02_L1SL15_L2SL30_L3SL70_RangeBoundary,10:00-10:02,15,30,70,-1249.0,2256.0,1.8062449959967974,range_boundary,
10:0010:02_L1SL15_L2SL30_L3SL70_TP40,10:00-10:02,15,30,70,-1291.0,1528.0,1.1835786212238575,,40.0
10:0010:02_L1SL15_L2SL30_L3SL70_TP50,10:00-10:02,15,30,70,-1275.0,1545.0,1.2117647058823529,,50.0
10:0010:02_L1SL15_L2SL30_L3SL70_TP60,10:00-10:02,15,30,70,-1249.0,1741.0,1.3939151321056846,,60.0
10:0010:02_L1SL15_L2SL30_L3SL70_TP70,10:00-10:02,15,30,70,-1249.0,1937.0,1.5508406725380304,,70.0
